Chromosome chrom_length
NW_020141701.1 1027
NW_020141702.1 1027
NW_020141703.1 1027
NW_020141704.1 1027
NW_020141705.1 1027
NW_020141706.1 1027
NW_020141707.1 1027
NW_020141708.1 1027
NW_020141709.1 1027
NW_020141710.1 1027
NW_020141711.1 1027
NW_020141712.1 1027
NW_020141713.1 1026
NW_020141714.1 1026
NW_020141715.1 1026
NW_020141716.1 1026
NW_020141717.1 1026
NW_020141718.1 1026
NW_020141719.1 1026
NW_020141720.1 1026
NW_020141721.1 1026
NW_020141722.1 1026
NW_020141723.1 1026
NW_020141724.1 1026
NW_020141725.1 1026
NW_020141726.1 1025
NW_020141727.1 1025
NW_020141728.1 1025
NW_020141729.1 1025
NW_020141730.1 1025
NW_020141731.1 1025
NW_020141732.1 1025
NW_020141733.1 1025
NW_020141734.1 1025
NW_020141735.1 1025
NW_020141736.1 1025
NW_020141737.1 1025
NW_020141738.1 1025
NW_020141739.1 1025
NW_020141740.1 1025
NW_020141741.1 1025
NW_020141742.1 1025
NW_020141743.1 1025
NW_020141744.1 1024
NW_020141745.1 1024
NW_020141746.1 1024
NW_020141747.1 1024
NW_020141748.1 1024
NW_020141749.1 1024
NW_020141750.1 1024
NW_020141751.1 1024
NW_020141752.1 1024
NW_020141753.1 1024
NW_020141754.1 1024
NW_020141755.1 1023
NW_020141756.1 1023
NW_020141757.1 1023
NW_020141758.1 1023
NW_020141759.1 1023
NW_020141760.1 1023
NW_020141761.1 1023
NW_020141762.1 1023
NW_020141763.1 1023
NW_020141764.1 1023
NW_020141765.1 1023
NW_020141766.1 1023
NW_020141767.1 1023
NW_020141768.1 1022
NW_020141769.1 1022
NW_020141770.1 1022
NW_020141771.1 1022
NW_020141772.1 1022
NW_020141773.1 1022
NW_020141774.1 1022
NW_020141775.1 1022
NW_020141776.1 1022
NW_020141777.1 1022
NW_020141778.1 1022
NW_020141779.1 1022
NW_020141780.1 1021
NW_020141781.1 1021
NW_020141782.1 1021
NW_020141783.1 1021
NW_020141784.1 1021
NW_020141785.1 1021
NW_020141786.1 1021
NW_020141787.1 1021
NW_020141788.1 1021
NW_020141789.1 1021
NW_020141790.1 1021
NW_020141791.1 1021
NW_020141792.1 1020
NW_020141793.1 1020
NW_020141794.1 1020
NW_020141795.1 1020
NW_020141796.1 1020
NW_020141797.1 1020
NW_020141798.1 1020
NW_020141799.1 1020
NW_020141800.1 1020
NW_020141801.1 1020
NW_020141802.1 1020
NW_020141803.1 1020
NW_020141804.1 1020
NW_020141805.1 1020
NW_020141806.1 1020
NW_020141807.1 1019
NW_020141808.1 1019
NW_020141809.1 1019
NW_020141810.1 1019
NW_020141811.1 1019
NW_020141812.1 1019
NW_020141813.1 1019
NW_020141814.1 1019
NW_020141815.1 1019
NW_020141816.1 1019
NW_020141817.1 1019
NW_020141818.1 1019
NW_020141819.1 1019
NW_020141820.1 1019
NW_020141821.1 1019
NW_020141822.1 1019
NW_020141823.1 1018
NW_020141824.1 1018
NW_020141825.1 1018
NW_020141826.1 1018
NW_020141827.1 1018
NW_020141828.1 1018
NW_020141829.1 1018
NW_020141830.1 1018
NW_020141831.1 1017
NW_020141832.1 1017
NW_020141833.1 1017
NW_020141834.1 1017
NW_020141835.1 1017
NW_020141836.1 1017
NW_020141837.1 1017
NW_020141838.1 1017
NW_020141839.1 1017
NW_020141840.1 1017
NW_020141841.1 1017
NW_020141842.1 1017
NW_020141843.1 1016
NW_020141844.1 1016
NW_020141845.1 1016
NW_020141846.1 1016
NW_020141847.1 1016
NW_020141848.1 1016
NW_020141849.1 1016
NW_020141850.1 1016
NW_020141851.1 1016
NW_020141852.1 1016
NW_020141853.1 1016
NW_020141854.1 1016
NW_020141855.1 1016
NW_020141856.1 1015
NW_020141857.1 1015
NW_020141858.1 1015
NW_020141859.1 1015
NW_020141860.1 1015
NW_020141861.1 1015
NW_020141862.1 1015
NW_020141863.1 1015
NW_020141864.1 1015
NW_020141865.1 1015
NW_020141866.1 1014
NW_020141867.1 1014
NW_020141868.1 1014
NW_020141869.1 1014
NW_020141870.1 1014
NW_020141871.1 1014
NW_020141872.1 1014
NW_020141873.1 1014
NW_020141874.1 1014
NW_020141875.1 1014
NW_020141876.1 1014
NW_020141877.1 1014
NW_020141878.1 1014
NW_020141879.1 1014
NW_020141880.1 1014
NW_020141881.1 1014
NW_020141882.1 1014
NW_020141883.1 1014
NW_020141884.1 1013
NW_020141885.1 1013
NW_020141886.1 1013
NW_020141887.1 1013
NW_020141888.1 1013
NW_020141889.1 1013
NW_020141890.1 1013
NW_020141891.1 1013
NW_020141892.1 1013
NW_020141893.1 1013
NW_020141894.1 1013
NW_020141895.1 1013
NW_020141896.1 1013
NW_020141897.1 1013
NW_020141898.1 1013
NW_020141899.1 1013
NW_020141900.1 1012
NW_020141901.1 1012
NW_020141902.1 1012
NW_020141903.1 1012
NW_020141904.1 1012
NW_020141905.1 1012
NW_020141906.1 1012
NW_020141907.1 1012
NW_020141908.1 1012
NW_020141909.1 1012
NW_020141910.1 1012
NW_020141911.1 1012
NW_020141912.1 1012
NW_020141913.1 1012
NW_020141914.1 1012
NW_020141915.1 1012
NW_020141916.1 1012
NW_020141917.1 1012
NW_020141918.1 1011
NW_020141919.1 1011
NW_020141920.1 1011
NW_020141921.1 1011
NW_020141922.1 1011
NW_020141923.1 1011
NW_020141924.1 1011
NW_020141925.1 1011
NW_020141926.1 1011
NW_020141927.1 1011
NW_020141928.1 1010
NW_020141929.1 1010
NW_020141930.1 1010
NW_020141931.1 1010
NW_020141932.1 1010
NW_020141933.1 1010
NW_020141934.1 1010
NW_020141935.1 1010
NW_020141936.1 1010
NW_020141937.1 1010
NW_020141938.1 1009
NW_020141939.1 1009
NW_020141940.1 1009
NW_020141941.1 1009
NW_020141942.1 1009
NW_020141943.1 1009
NW_020141944.1 1009
NW_020141945.1 1009
NW_020141946.1 1009
NW_020141947.1 1009
NW_020141948.1 1009
NW_020141949.1 1008
NW_020141950.1 1008
NW_020141951.1 1008
NW_020141952.1 1008
NW_020141953.1 1008
NW_020141954.1 1008
NW_020141955.1 1008
NW_020141956.1 1008
NW_020141957.1 1008
NW_020141958.1 1008
NW_020141959.1 1008
NW_020141960.1 1008
NW_020141961.1 1008
NW_020141962.1 1008
NW_020141963.1 1008
NW_020141964.1 1008
NW_020141965.1 1008
NW_020141966.1 1008
NW_020141967.1 1008
NW_020141968.1 1007
NW_020141969.1 1007
NW_020141970.1 1007
NW_020141971.1 1007
NW_020141972.1 1007
NW_020141973.1 1007
NW_020141974.1 1007
NW_020141975.1 1007
NW_020141976.1 1007
NW_020141977.1 1007
NW_020141978.1 1007
NW_020141979.1 1007
NW_020141980.1 1007
NW_020141981.1 1007
NW_020141982.1 1007
NW_020141983.1 1006
NW_020141984.1 1006
NW_020141985.1 1006
NW_020141986.1 1006
NW_020141987.1 1006
NW_020141988.1 1006
NW_020141989.1 1006
NW_020141990.1 1006
NW_020141991.1 1006
NW_020141992.1 1006
NW_020141993.1 1006
NW_020141994.1 1006
NW_020141995.1 1006
NW_020141996.1 1006
NW_020141997.1 1006
NW_020141998.1 1006
NW_020141999.1 1006
NW_020142000.1 1005
NW_020142001.1 1005
NW_020142002.1 1005
NW_020142003.1 1005
NW_020142004.1 1005
NW_020142005.1 1005
NW_020142006.1 1005
NW_020142007.1 1005
NW_020142008.1 1005
NW_020142009.1 1005
NW_020142010.1 1005
NW_020142011.1 1005
NW_020142012.1 1005
NW_020142013.1 1005
NW_020142014.1 1004
NW_020142015.1 1004
NW_020142016.1 1004
NW_020142017.1 1004
NW_020142018.1 1004
NW_020142019.1 1004
NW_020142020.1 1004
NW_020142021.1 1004
NW_020142022.1 1004
NW_020142023.1 1004
NW_020142024.1 1004
NW_020142025.1 1004
NW_020142026.1 1004
NW_020142027.1 1004
NW_020142028.1 1004
NW_020142029.1 1004
NW_020142030.1 1003
NW_020142031.1 1003
NW_020142032.1 1003
NW_020142033.1 1003
NW_020142034.1 1003
NW_020142035.1 1003
NW_020142036.1 1003
NW_020142037.1 1003
NW_020142038.1 1003
NW_020142039.1 1003
NW_020142040.1 1003
NW_020142041.1 1002
NW_020142042.1 1002
NW_020142043.1 1002
NW_020142044.1 1002
NW_020142045.1 1002
NW_020142046.1 1002
NW_020142047.1 1002
NW_020142048.1 1002
NW_020142049.1 1001
NW_020142050.1 1001
NW_020142051.1 1001
NW_020142052.1 1001
NW_020142053.1 1001
NW_020142054.1 1001
NW_020142055.1 1001
NW_020142056.1 1001
NW_020142057.1 1001
NW_020142058.1 1001
NW_020142059.1 1001
NW_020142060.1 1001
NW_020142061.1 1001
NW_020142062.1 1001
NW_020142063.1 1001
NW_020142064.1 1001
NW_020142065.1 1001
NW_020142066.1 1001
NW_020142067.1 1001
NW_020142068.1 1000
NW_020142069.1 1000
NW_020142070.1 1000
NW_020142071.1 1000
NW_020142072.1 1000
NW_020142073.1 1000
NW_020142074.1 1000
NW_020142075.1 1000
NW_020142076.1 1000
NW_020142077.1 1000
NW_020142078.1 1000
NW_020142079.1 999
NW_020142080.1 999
NW_020142081.1 999
NW_020142082.1 999
NW_020142083.1 999
NW_020142084.1 999
NW_020142085.1 999
NW_020142086.1 999
NW_020142087.1 998
NW_020142088.1 998
NW_020142089.1 998
NW_020142090.1 997
NW_020142091.1 997
NW_020142092.1 997
NW_020142093.1 997
NW_020142094.1 997
NW_020142095.1 997
NW_020142096.1 996
NW_020142097.1 996
NW_020142098.1 996
NW_020142099.1 996
NW_020142100.1 996
NW_020142101.1 996
NW_020142102.1 996
NW_020142103.1 996
NW_020142104.1 996
NW_020142105.1 995
NW_020142106.1 995
NW_020142107.1 995
NW_020142108.1 995
NW_020142109.1 995
NW_020142110.1 994
NW_020142111.1 994
NW_020142112.1 994
NW_020142113.1 994
NW_020142114.1 994
NW_020142115.1 994
NW_020142116.1 994
NW_020142117.1 994
NW_020142118.1 994
NW_020142119.1 994
NW_020142120.1 993
NW_020142121.1 993
NW_020142122.1 993
NW_020142123.1 993
NW_020142124.1 993
NW_020142125.1 993
NW_020142126.1 992
NW_020142127.1 992
NW_020142128.1 992
NW_020142129.1 992
NW_020142130.1 992
NW_020142131.1 992
NW_020142132.1 992
NW_020142133.1 992
NW_020142134.1 992
NW_020142135.1 992
NW_020142136.1 991
NW_020142137.1 991
NW_020142138.1 991
NW_020142139.1 991
NW_020142140.1 991
NW_020142141.1 991
NW_020142142.1 991
NW_020142143.1 991
NW_020142144.1 991
NW_020142145.1 991
NW_020142146.1 990
NW_020142147.1 990
NW_020142148.1 990
NW_020142149.1 990
NW_020142150.1 989
NW_020142151.1 989
NW_020142152.1 989
NW_020142153.1 989
NW_020142154.1 989
NW_020142155.1 988
NW_020142156.1 988
NW_020142157.1 988
NW_020142158.1 988
NW_020142159.1 987
NW_020142160.1 987
NW_020142161.1 987
NW_020142162.1 987
NW_020142163.1 987
NW_020142164.1 987
NW_020142165.1 987
NW_020142166.1 987
NW_020142167.1 987
NW_020142168.1 986
NW_020142169.1 986
NW_020142170.1 986
NW_020142171.1 986
NW_020142172.1 986
NW_020142173.1 986
NW_020142174.1 986
NW_020142175.1 986
NW_020142176.1 986
NW_020142177.1 985
NW_020142178.1 985
NW_020142179.1 985
NW_020142180.1 985
NW_020142181.1 985
NW_020142182.1 985
NW_020142183.1 985
NW_020142184.1 985
NW_020142185.1 984
NW_020142186.1 984
NW_020142187.1 984
NW_020142188.1 984
NW_020142189.1 984
NW_020142190.1 984
NW_020142191.1 984
NW_020142192.1 984
NW_020142193.1 983
NW_020142194.1 983
NW_020142195.1 983
NW_020142196.1 983
NW_020142197.1 983
NW_020142198.1 983
NW_020142199.1 982
NW_020142200.1 982
NW_020142201.1 982
NW_020142202.1 981
NW_020142203.1 981
NW_020142204.1 981
NW_020142205.1 981
NW_020142206.1 981
NW_020142207.1 981
NW_020142208.1 981
NW_020142209.1 981
NW_020142210.1 980
NW_020142211.1 980
NW_020142212.1 980
NW_020142213.1 980
NW_020142214.1 980
NW_020142215.1 979
NW_020142216.1 979
NW_020142217.1 979
NW_020142218.1 979
NW_020142219.1 979
NW_020142220.1 979
NW_020142221.1 979
NW_020142222.1 979
NW_020142223.1 978
NW_020142224.1 978
NW_020142225.1 978
NW_020142226.1 978
NW_020142227.1 978
NW_020142228.1 978
NW_020142229.1 978
NW_020142230.1 978
NW_020142231.1 978
NW_020142232.1 978
NW_020142233.1 977
NW_020142234.1 977
NW_020142235.1 977
NW_020142236.1 977
NW_020142237.1 976
NW_020142238.1 976
NW_020142239.1 976
NW_020142240.1 976
NW_020142241.1 976
NW_020142242.1 976
NW_020142243.1 976
NW_020142244.1 976
NW_020142245.1 976
NW_020142246.1 975
NW_020142247.1 975
NW_020142248.1 975
NW_020142249.1 975
NW_020142250.1 975
NW_020142251.1 975
NW_020142252.1 975
NW_020142253.1 974
NW_020142254.1 974
NW_020142255.1 974
NW_020142256.1 974
NW_020142257.1 974
NW_020142258.1 974
NW_020142259.1 973
NW_020142260.1 973
NW_020142261.1 972
NW_020142262.1 972
NW_020142263.1 972
NW_020142264.1 972
NW_020142265.1 972
NW_020142266.1 972
NW_020142267.1 971
NW_020142268.1 971
NW_020142269.1 971
NW_020142270.1 971
NW_020142271.1 971
NW_020142272.1 971
NW_020142273.1 971
NW_020142274.1 970
NW_020142275.1 970
NW_020142276.1 969
NW_020142277.1 969
NW_020142278.1 969
NW_020142279.1 968
NW_020142280.1 968
NW_020142281.1 968
NW_020142282.1 968
NW_020142283.1 968
NW_020142284.1 968
NW_020142285.1 968
NW_020142286.1 968
NW_020142287.1 967
NW_020142288.1 967
NW_020142289.1 967
NW_020142290.1 966
NW_020142291.1 966
NW_020142292.1 966
NW_020142293.1 966
NW_020142294.1 966
NW_020142295.1 965
NW_020142296.1 965
NW_020142297.1 965
NW_020142298.1 965
NW_020142299.1 965
NW_020142300.1 965
NW_020142301.1 965
NW_020142302.1 964
NW_020142303.1 964
NW_020142304.1 964
NW_020142305.1 964
NW_020142306.1 963
NW_020142307.1 963
NW_020142308.1 963
NW_020142309.1 963
NW_020142310.1 963
NW_020142311.1 963
NW_020142312.1 963
NW_020142313.1 962
NW_020142314.1 962
NW_020142315.1 962
NW_020142316.1 962
NW_020142317.1 962
NW_020142318.1 962
NW_020142319.1 962
NW_020142320.1 962
NW_020142321.1 961
NW_020142322.1 961
NW_020142323.1 961
NW_020142324.1 961
NW_020142325.1 961
NW_020142326.1 961
NW_020142327.1 960
NW_020142328.1 960
NW_020142329.1 960
NW_020142330.1 960
NW_020142331.1 960
NW_020142332.1 960
NW_020142333.1 959
NW_020142334.1 959
NW_020142335.1 959
NW_020142336.1 959
NW_020142337.1 959
NW_020142338.1 959
NW_020142339.1 959
NW_020142340.1 958
NW_020142341.1 958
NW_020142342.1 958
NW_020142343.1 958
NW_020142344.1 957
NW_020142345.1 957
NW_020142346.1 957
NW_020142347.1 957
NW_020142348.1 957
NW_020142349.1 957
NW_020142350.1 956
NW_020142351.1 956
NW_020142352.1 956
NW_020142353.1 956
NW_020142354.1 956
NW_020142355.1 955
NW_020142356.1 955
NW_020142357.1 955
NW_020142358.1 955
NW_020142359.1 955
NW_020142360.1 955
NW_020142361.1 955
NW_020142362.1 955
NW_020142363.1 954
NW_020142364.1 954
NW_020142365.1 954
NW_020142366.1 954
NW_020142367.1 953
NW_020142368.1 953
NW_020142369.1 953
NW_020142370.1 952
NW_020142371.1 952
NW_020142372.1 952
NW_020142373.1 952
NW_020142374.1 952
NW_020142375.1 951
NW_020142376.1 951
NW_020142377.1 951
NW_020142378.1 951
NW_020142379.1 950
NW_020142380.1 950
NW_020142381.1 950
NW_020142382.1 950
NW_020142383.1 949
NW_020142384.1 949
NW_020142385.1 949
NW_020142386.1 949
NW_020142387.1 948
NW_020142388.1 948
NW_020142389.1 948
NW_020142390.1 947
NW_020142391.1 947
NW_020142392.1 947
NW_020142393.1 947
NW_020142394.1 947
NW_020142395.1 947
NW_020142396.1 947
NW_020142397.1 947
NW_020142398.1 946
NW_020142399.1 946
NW_020142400.1 946
NW_020142401.1 945
NW_020142402.1 945
NW_020142403.1 945
NW_020142404.1 945
NW_020142405.1 944
NW_020142406.1 944
NW_020142407.1 943
NW_020142408.1 943
NW_020142409.1 943
NW_020142410.1 943
NW_020142411.1 943
NW_020142412.1 943
NW_020142413.1 942
NW_020142414.1 941
NW_020142415.1 940
NW_020142416.1 940
NW_020142417.1 940
NW_020142418.1 939
NW_020142419.1 938
NW_020142420.1 938
NW_020142421.1 937
NW_020142422.1 937
NW_020142423.1 937
NW_020142424.1 936
NW_020142425.1 936
NW_020142426.1 935
NW_020142427.1 935
NW_020142428.1 932
NW_020142429.1 932
NW_020142430.1 932
NW_020142431.1 932
NW_020142432.1 931
NW_020142433.1 931
NW_020142434.1 931
NW_020142435.1 930
NW_020142436.1 930
NW_020142437.1 929
NW_020142438.1 929
NW_020142439.1 929
NW_020142440.1 928
NW_020142441.1 928
NW_020142442.1 927
NW_020142443.1 926
NW_020142444.1 926
NW_020142445.1 926
NW_020142446.1 925
NW_020142447.1 924
NW_020142448.1 923
NW_020142449.1 923
NW_020142450.1 923
NW_020142451.1 921
NW_020142452.1 920
NW_020142453.1 920
NW_020142454.1 920
NW_020142455.1 920
NW_020142456.1 919
NW_020142457.1 918
NW_020142458.1 918
NW_020142459.1 917
NW_020142460.1 916
NW_020142461.1 915
NW_020142462.1 914
NW_020142463.1 914
NW_020142464.1 912
NW_020142465.1 910
NW_020142466.1 909
NW_020142467.1 908
NW_020142468.1 908
NW_020142469.1 908
NW_020142470.1 908
NW_020142471.1 907
NW_020142472.1 906
NW_020142473.1 906
NW_020142474.1 904
NW_020142475.1 902
NW_020142476.1 902
NW_020142477.1 899
NW_020142478.1 898
NW_020142479.1 897
NW_020142480.1 896
NW_020142481.1 896
NW_020142482.1 895
NW_020142483.1 891
NW_020142484.1 891
NW_020142485.1 889
NW_020142486.1 884
NW_020142487.1 882
NW_020142488.1 881
NW_020142489.1 98192
NW_020142490.1 91073
NW_020142491.1 1275026
NW_020142492.1 507406
NW_020142493.1 164710
NW_020142494.1 1853574
NW_020142495.1 237030
NW_020142496.1 1667488
NW_020142497.1 49455
NW_020142498.1 2418688
NW_020142499.1 3930367
NW_020142500.1 1115635
NW_020142501.1 111564
NW_020142502.1 3005475
NW_020142503.1 741919
NW_020142504.1 204033
NW_020142505.1 1632262
NW_020142506.1 220877
NW_020142507.1 412953
NW_020142508.1 1076800
NW_020142509.1 1646457
NW_020142510.1 17820447
NW_020142511.1 117897
NW_020142512.1 6132964
NW_020142513.1 967202
NW_020142514.1 1652529
NW_020142515.1 59315
NW_020142516.1 400585
NW_020142517.1 80117
NW_020142518.1 153657
NW_020142519.1 206643
NW_020142520.1 2884597
NW_020142521.1 113334
NW_020142522.1 4520820
NW_020142523.1 77104
NW_020142524.1 115589
NW_020142525.1 193899
NW_020142526.1 59599
NW_020142527.1 2622356
NW_020142528.1 18402
NW_020142529.1 1369804
NW_020142530.1 50582
NW_020142531.1 180349
NW_020142532.1 1983835
NW_020142533.1 630465
NW_020142534.1 235056
NW_020142535.1 758914
NW_020142536.1 12706
NW_020142537.1 5992920
NW_020142538.1 2232192
NW_020142539.1 4814213
NW_020142540.1 30588
NW_020142541.1 2450274
NW_020142542.1 2695173
NW_020142543.1 1033453
NW_020142544.1 53585
NW_020142545.1 440187
NW_020142546.1 49164
NW_020142547.1 936675
NW_020142548.1 3541732
NW_020142549.1 32304
NW_020142550.1 34452
NW_020142551.1 17309
NW_020142552.1 86543
NW_020142553.1 1906052
NW_020142554.1 43120
NW_020142555.1 42125
NW_020142556.1 214180
NW_020142557.1 117685
NW_020142558.1 1176848
NW_020142559.1 49182
NW_020142560.1 300890
NW_020142561.1 66950
NW_020142562.1 242466
NW_020142563.1 301944
NW_020142564.1 452377
NW_020142565.1 304891
NW_020142566.1 20326
NW_020142567.1 23078
NW_020142568.1 19569
NW_020142569.1 41978
NW_020142570.1 434145
NW_020142571.1 46981
NW_020142572.1 67920
NW_020142573.1 887503
NW_020142574.1 42593
NW_020142575.1 764406
NW_020142576.1 276921
NW_020142577.1 1218554
NW_020142578.1 25760
NW_020142579.1 9125
NW_020142580.1 775666
NW_020142581.1 1526122
NW_020142582.1 52411
NW_020142583.1 327569
NW_020142584.1 736637
NW_020142585.1 34611
NW_020142586.1 35397
NW_020142587.1 40174
NW_020142588.1 522260
NW_020142589.1 292766
NW_020142590.1 141917
NW_020142591.1 145763
NW_020142592.1 798250
NW_020142593.1 1292380
NW_020142594.1 24589
NW_020142595.1 1177388
NW_020142596.1 24675
NW_020142597.1 232646
NW_020142598.1 18445
NW_020142599.1 20265
NW_020142600.1 80938
NW_020142601.1 1106778
NW_020142602.1 268572
NW_020142603.1 118081
NW_020142604.1 272943
NW_020142605.1 60025
NW_020142606.1 973129
NW_020142607.1 35342
NW_020142608.1 20971
NW_020142609.1 1119386
NW_020142610.1 425210
NW_020142611.1 34556
NW_020142612.1 34556
NW_020142613.1 33032
NW_020142614.1 48359
NW_020142615.1 123996
NW_020142616.1 35347
NW_020142617.1 389308
NW_020142618.1 527778
NW_020142619.1 54846
NW_020142620.1 535370
NW_020142621.1 36111
NW_020142622.1 51531
NW_020142623.1 5887
NW_020142624.1 205020
NW_020142625.1 101355
NW_020142626.1 20959
NW_020142627.1 210281
NW_020142628.1 503946
NW_020142629.1 402466
NW_020142630.1 731338
NW_020142631.1 591162
NW_020142632.1 192282
NW_020142633.1 734176
NW_020142634.1 21916
NW_020142635.1 24655
NW_020142636.1 205078
NW_020142637.1 306700
NW_020142638.1 646208
NW_020142639.1 188054
NW_020142640.1 468191
NW_020142641.1 4286
NW_020142642.1 102921
NW_020142643.1 463036
NW_020142644.1 240780
NW_020142645.1 16876
NW_020142646.1 19308
NW_020142647.1 19779
NW_020142648.1 254900
NW_020142649.1 35974
NW_020142650.1 78680
NW_020142651.1 246242
NW_020142652.1 182907
NW_020142653.1 175821
NW_020142654.1 134511
NW_020142655.1 49994
NW_020142656.1 585475
NW_020142657.1 17319
NW_020142658.1 1075577
NW_020142659.1 19158
NW_020142660.1 95791
NW_020142661.1 46834
NW_020142662.1 234170
NW_020142663.1 199155
NW_020142664.1 22958
NW_020142665.1 252542
NW_020142666.1 191237
NW_020142667.1 25449
NW_020142668.1 124561
NW_020142669.1 94993
NW_020142670.1 16549
NW_020142671.1 76916
NW_020142672.1 174354
NW_020142673.1 311747
NW_020142674.1 484327
NW_020142675.1 15293
NW_020142676.1 100219
NW_020142677.1 441498
NW_020142678.1 52652
NW_020142679.1 599756
NW_020142680.1 63929
NW_020142681.1 27375
NW_020142682.1 46050
NW_020142683.1 184199
NW_020142684.1 118228
NW_020142685.1 383358
NW_020142686.1 222022
NW_020142687.1 26378
NW_020142688.1 192638
NW_020142689.1 28399
NW_020142690.1 413102
NW_020142691.1 27294
NW_020142692.1 113381
NW_020142693.1 336519
NW_020142694.1 14344
NW_020142695.1 384938
NW_020142696.1 187015
NW_020142697.1 115881
NW_020142698.1 103262
NW_020142699.1 77928
NW_020142700.1 22311
NW_020142701.1 245302
NW_020142702.1 169378
NW_020142703.1 269520
NW_020142704.1 269387
NW_020142705.1 85093
NW_020142706.1 353634
NW_020142707.1 145256
NW_020142708.1 117660
NW_020142709.1 113391
NW_020142710.1 286708
NW_020142711.1 161274
NW_020142712.1 394315
NW_020142713.1 223732
NW_020142714.1 90131
NW_020142715.1 440453
NW_020142716.1 1099073
NW_020142717.1 217079
NW_020142718.1 127270
NW_020142719.1 53172
NW_020142720.1 97929
NW_020142721.1 146892
NW_020142722.1 12890
NW_020142723.1 43626
NW_020142724.1 267994
NW_020142725.1 223357
NW_020142726.1 233364
NW_020142727.1 96929
NW_020142728.1 516955
NW_020142729.1 48033
NW_020142730.1 70970
NW_020142731.1 93849
NW_020142732.1 241731
NW_020142733.1 133581
NW_020142734.1 223573
NW_020142735.1 294159
NW_020142736.1 330920
NW_020142737.1 292034
NW_020142738.1 73953
NW_020142739.1 46370
NW_020142740.1 113693
NW_020142741.1 40776
NW_020142742.1 13781
NW_020142743.1 112285
NW_020142744.1 31322
NW_020142745.1 171335
NW_020142746.1 371810
NW_020142747.1 330350
NW_020142748.1 27071
NW_020142749.1 53144
NW_020142750.1 62782
NW_020142751.1 130029
NW_020142752.1 158035
NW_020142753.1 180355
NW_020142754.1 96433
NW_020142755.1 348609
NW_020142756.1 16594
NW_020142757.1 124458
NW_020142758.1 29096
NW_020142759.1 46556
NW_020142760.1 80737
NW_020142761.1 140388
NW_020142762.1 61312
NW_020142763.1 10345
NW_020142764.1 110304
NW_020142765.1 93332
NW_020142766.1 71419
NW_020142767.1 16983
NW_020142768.1 689755
NW_020142769.1 94212
NW_020142770.1 186169
NW_020142771.1 179669
NW_020142772.1 47833
NW_020142773.1 218668
NW_020142774.1 121728
NW_020142775.1 47450
NW_020142776.1 60099
NW_020142777.1 30324
NW_020142778.1 64573
NW_020142779.1 60305
NW_020142780.1 52520
NW_020142781.1 130268
